followers,friends,favorites,friends_favorites,followers_favorites,followers_favorites_friends,followers_zTransformation,friends_zTransformation,favorites_zTransformation,friends_favorites_zTransformation,followers_favorites_zTransformation,followers_favorites_friends_zTransformation,senti_pos,senti_neg,FEL,#mentions,#hashtags,#urls,component_card,weekday,hour,day,week_of_month,Entity_KW_Count,Hashtag_KW_Count,Mention_KW_Count,URL_KW_Count,senti_pos_ce,senti_neg_ce,weekday_ce,hour_ce,day_ce,week_of_month_ce,senti_pos_te,senti_neg_te,weekday_te,hour_te,day_te,week_of_month_te,retweets
5253,1178,0,0,0,0,-0.11806120053610487,-0.12154303404431563,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,1,1,1,2.1362375806915196e-05,4,12,29,5,0.0,0.0,0.0,0.0,381560,861648,223383,60094,41989,272893,33.08271026611328,31.72364044189453,32.95283889770508,35.99635696411133,40.33761215209961,42.98676300048828,0
2116,2217,16,35472,33856,75058752,-0.1193836865089327,-0.06772007282347535,-0.05982573093214301,-0.017137798353090955,-0.010484043481282384,-0.0012889188163785895,2,-1,-1.0375463053830045,2,5,0,0.0,0,21,11,3,0.0,0.0,0.0,0.0,381560,861648,166489,57578,45067,305971,34.00392150878906,32.41433334350586,36.043582916259766,30.36260986328125,32.75205612182617,33.37568664550781,14
250,77,0,0,0,0,-0.12017034855078694,-0.1785777600348307,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-3.1714917906081723,1,1,0,0.0,1,15,12,3,0.0,0.0,0.0,0.0,738878,861648,176713,74122,47164,305971,36.76259994506836,32.21958923339844,34.2660026550293,33.52338409423828,36.232078552246094,33.51803970336914,0
235997,466,115,53590,27139655,12647079230,-0.020784916406622483,-0.15842652623800021,-0.0020613628017752566,-0.01676850548612264,-0.009786718620896378,-0.0012859048933161678,2,-3,-6.464153056839132,2,1,0,0.0,5,20,2,1,0.0,0.0,0.0,0.0,381560,154875,190864,61853,40832,131491,33.501739501953125,46.65242385864258,38.22315216064453,28.300291061401367,36.814212799072266,31.631105422973633,69
302890,369,3,1107,908670,335299230,0.007415610906215405,-0.16345138402281398,-0.06741095098966605,-0.01783824814740413,-0.010461537981613707,-0.0012888564282541196,1,-1,-2.9543490317139196,1,1,1,0.00017089900645532157,1,4,19,4,0.0,0.0,0.0,0.0,738878,861648,176713,39191,41785,279535,37.004127502441406,32.41433334350586,33.88259506225586,37.83518600463867,34.549659729003906,34.44314193725586,4
354,1481,4,5924,1416,2097096,-0.12012650457846495,-0.10584682879896952,-0.06682747252370273,-0.01774006491856064,-0.010484878034009309,-0.001288936307665537,1,-1,-5.163409551449721,1,1,0,0.0,3,18,21,4,0.0,0.0,0.0,0.0,738878,861648,183101,69965,42336,279535,37.09733963012695,32.63173294067383,32.7452278137207,32.99092102050781,31.84229278564453,34.291587829589844,1
13,10,0,0,0,0,-0.12027026221848226,-0.18204853809238247,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,4,8,1,1,0.0,0.0,0.0,0.0,738878,861648,223383,42403,49499,131491,37.09733963012695,32.63173294067383,32.61134338378906,32.845211029052734,29.37462615966797,31.61736297607422,0
1677,651,0,0,0,0,-0.11956875866133036,-0.14884303458655126,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,3,17,14,3,0.0,0.0,0.0,0.0,738878,861648,183101,72448,46948,305971,36.52212905883789,31.72364044189453,33.26390838623047,27.46445083618164,31.55645751953125,32.53730392456055,0
824791,281,0,0,0,0,0.22743688974103227,-0.16801001788944916,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.7691302278278096,1,2,1,0.0002932471588040177,0,8,11,3,0.0,0.0,0.0,0.0,738878,861648,166489,42403,45067,305971,36.76259994506836,32.21958923339844,36.22160339355469,32.46385192871094,34.1738166809082,33.51803970336914,0
675,1850,0,0,0,0,-0.1199911784715865,-0.08673164815364703,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-3,-5.118277572573347,1,1,0,0.0,4,23,15,3,0.0,0.0,0.0,0.0,381560,154875,223383,48621,46546,305971,34.00392150878906,46.48217010498047,33.41928482055664,46.653621673583984,32.016212463378906,33.37568664550781,0
15015,13099,0,0,0,0,-0.11394576921103464,0.4959964469120241,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-1,0.0,1,3,1,1.9420341642650176e-06,3,23,7,2,0.0,0.0,0.0,0.0,164828,861648,183101,48621,47529,310317,34.12236404418945,31.927169799804688,33.50276184082031,45.5477180480957,29.394113540649414,32.31998825073242,0
19719,519,4,2076,78876,40936644,-0.1119626726167783,-0.15568098538650402,-0.06682747252370273,-0.017818497358791024,-0.0104828852949764,-0.0012889269965600026,1,-3,0.0,1,1,0,0.0,5,16,30,5,0.0,0.0,0.0,0.0,738878,154875,190864,77076,41531,272893,37.004127502441406,46.48217010498047,38.311431884765625,32.39570236206055,55.72166061401367,45.369388580322266,1
1735,826,0,0,0,0,-0.11954430721522771,-0.13977756951085632,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,1,0.00011652204985590107,4,23,8,2,0.0,0.0,0.0,0.0,738878,861648,223383,48621,44390,310317,36.76259994506836,32.21958923339844,32.57358932495117,44.937278747558594,32.48587417602539,32.732765197753906,0
1345,1658,0,0,0,0,-0.11970872211143518,-0.09667775840812377,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-2,0.0,1,1,0,0.0,6,0,24,4,0.0,0.0,0.0,0.0,738878,178211,186398,45749,33271,279535,36.86331558227539,36.41526794433594,39.360984802246094,43.170875549316406,41.530113220214844,34.79351043701172,0
20,248,0,0,0,0,-0.12026731118188366,-0.16971950558943735,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,2,1,0,0.0,5,3,23,4,0.0,0.0,0.0,0.0,381560,861648,190864,42066,36071,279535,33.643619537353516,32.63173294067383,38.451087951660156,39.934898376464844,35.157615661621094,34.291587829589844,0
1096,1029,0,0,0,0,-0.1198136946990138,-0.1292616300230502,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-2,-2.322845893758524,1,1,0,0.0,3,19,14,3,0.0,0.0,0.0,0.0,381560,178211,183101,65844,46948,305971,34.00392150878906,35.47451400756836,33.79374313354492,27.654569625854492,33.659996032714844,33.37568664550781,0
49,791,0,0,0,0,-0.12025508545883234,-0.1415906625259953,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-3.5444546738610647,3,1,0,0.0,5,0,23,4,0.0,0.0,0.0,0.0,738878,861648,190864,45749,36071,279535,36.52212905883789,31.72364044189453,37.590354919433594,44.3818244934082,36.44794464111328,35.01303482055664,0
0,4,0,0,0,0,-0.1202757427150225,-0.18235935403783488,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-4,-2.3096035868012508,1,1,0,0.0,2,13,6,2,0.0,0.0,0.0,0.0,381560,99971,173259,67282,45473,310317,33.312129974365234,46.58891677856445,34.95927429199219,35.91794204711914,31.20364761352539,32.732765197753906,0
305,1418,0,0,0,0,-0.12014716183465513,-0.10911039622621971,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-1,-12.397133534615362,1,1,0,0.0,4,16,29,5,0.0,0.0,0.0,0.0,164828,861648,223383,77076,41989,272893,34.12236404418945,31.927169799804688,32.32484436035156,32.708805084228516,41.40449523925781,44.43777847290039,0
1047,603,0,0,0,0,-0.11983435195520398,-0.15132956215017046,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-1,-3.39693988049096,1,1,0,0.0,1,6,19,4,0.0,0.0,0.0,0.0,164828,861648,176713,38762,41785,279535,34.91999816894531,31.72364044189453,33.33272933959961,33.23326110839844,33.445335388183594,35.01303482055664,0
42102,21108,55,1160940,2315610,48877895880,-0.10252652230443993,0.9108839314334003,-0.037070070759573893,0.005802222863439239,-0.010425342987359103,-0.0012772191857115002,2,-4,-3.674737340329047,1,1,1,0.0036277198188470533,3,20,14,3,0.0,0.0,0.0,0.0,381560,99971,183101,61853,46948,305971,33.08271026611328,47.69773864746094,33.26390838623047,29.250581741333008,31.55645751953125,32.53730392456055,50
478,386,0,0,0,0,-0.12007422907300411,-0.1625707388440322,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,1,1,0,0.0,0,12,4,2,0.0,0.0,0.0,0.0,381560,861648,166489,60094,46486,310317,33.501739501953125,31.927169799804688,36.19917678833008,35.73826217651367,31.804462432861328,32.31998825073242,0
148,299,0,0,0,0,-0.12021334936979505,-0.16707757005309196,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-6.091126611532337,1,1,0,0.0,6,14,24,4,0.0,0.0,0.0,0.0,738878,861648,186398,71701,33271,279535,37.004127502441406,32.41433334350586,39.92867660522461,35.166893005371094,43.99284362792969,34.44314193725586,0
0,0,0,0,0,0,-0.1202757427150225,-0.18256656466813648,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-1,-2.974609220807054,1,1,1,0.00023498613387606715,6,22,3,1,0.0,0.0,0.0,0.0,164828,861648,186398,53283,41160,131491,35.0166130065918,32.63173294067383,40.384185791015625,47.363739013671875,31.30003547668457,31.61736297607422,0
28413,3422,52,177944,1477476,5055922872,-0.10829748516132237,-0.00529787044511872,-0.038820506157463824,-0.0142338413300912,-0.01044690485589265,-0.0012877247409101057,1,-2,-8.897495570617153,1,1,0,0.0,2,10,20,4,0.0,0.0,0.0,0.0,738878,178211,173259,45686,41390,279535,36.86331558227539,36.41526794433594,35.45729446411133,29.128000259399414,30.747695922851562,34.79351043701172,47
3667,158,1016,160528,3725672,588656176,-0.11872982111401528,-0.1743817447712233,0.5236527350311676,-0.014588825576206674,-0.010389067676408644,-0.0012887956903366218,1,-1,-2.5606720547386175,1,1,0,0.0,1,16,19,4,0.0,0.0,0.0,0.0,738878,861648,176713,77076,41785,279535,36.86331558227539,31.927169799804688,33.771358489990234,32.708805084228516,35.22592544555664,34.79351043701172,143
2637,4415,0,0,0,0,-0.1191640450706658,0.046142168527253176,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-2,-2.1135891050477147,1,1,0,0.0,6,17,24,4,0.0,0.0,0.0,0.0,164828,178211,186398,72448,33271,279535,34.12236404418945,36.41526794433594,39.360984802246094,28.68073844909668,41.530113220214844,34.79351043701172,0
806,3206,0,0,0,0,-0.11993595192952705,-0.016487244481405053,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,2,1,0,0.0,5,6,2,1,0.0,0.0,0.0,0.0,381560,861648,190864,38762,40832,131491,33.501739501953125,31.927169799804688,38.22315216064453,34.26542663574219,36.814212799072266,31.631105422973633,0
24426,4487,35,157045,854910,3835981170,-0.10997831129255113,0.049871959872681955,-0.04873964007884011,-0.01465981834889961,-0.010462921013506416,-0.001288017200697051,1,-1,-2.2794268630296473,1,1,0,0.0,3,21,14,3,0.0,0.0,0.0,0.0,738878,861648,183101,57578,46948,305971,36.52212905883789,31.72364044189453,33.26390838623047,29.709091186523438,31.55645751953125,32.53730392456055,1
0,23,0,0,0,0,-0.1202757427150225,-0.18137510354390227,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-28.675532858025324,11,1,0,0.0,2,8,13,3,0.0,0.0,0.0,0.0,738878,861648,173259,42403,45848,305971,37.09733963012695,32.63173294067383,36.75468063354492,32.845211029052734,35.52183532714844,33.718509674072266,0
1189,1069,1,1069,1189,1271041,-0.11977448806991818,-0.1271895237200342,-0.06857790792159267,-0.017839022688134056,-0.010484883873820315,-0.0012889365056978437,1,-1,0.0,1,1,0,0.0,2,18,6,2,0.0,0.0,0.0,0.0,738878,861648,173259,69965,45473,310317,36.86331558227539,31.927169799804688,35.45729446411133,31.79498863220215,31.803150177001953,32.31998825073242,2
401,272,0,0,0,0,-0.12010669047558867,-0.16847624180762774,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-5.0960671141527865,1,2,1,0.00015536273314120143,3,12,14,3,0.0,0.0,0.0,0.0,738878,861648,183101,60094,46948,305971,37.09733963012695,32.63173294067383,32.7452278137207,36.890193939208984,33.569801330566406,33.718509674072266,0
4667,4988,0,0,0,0,-0.11830824445707303,0.0758250913179572,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,1,8.350746906339576e-05,4,21,1,1,0.0,0.0,0.0,0.0,738878,861648,223383,57578,49499,131491,36.86331558227539,31.927169799804688,32.32484436035156,30.596160888671875,27.975841522216797,31.631105422973633,0
2164,2622,0,0,0,0,-0.11936345082939948,-0.046739996505438475,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,3,-1,-4.260671436752767,1,1,1,3.30145807925053e-05,1,10,19,4,0.0,0.0,0.0,0.0,164828,861648,176713,45686,41785,279535,34.91999816894531,31.72364044189453,33.33272933959961,29.166671752929688,33.445335388183594,35.01303482055664,0
19466,1659,0,0,0,0,-0.11206933151098468,-0.09662595575054837,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-3,0.0,1,1,0,0.0,5,6,30,5,0.0,0.0,0.0,0.0,738878,154875,190864,38762,41531,272893,36.76259994506836,45.223670959472656,37.67720413208008,34.08451843261719,51.81834030151367,43.38150405883789,0
0,3,0,0,0,0,-0.1202757427150225,-0.18241115669541028,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,1,2,0,0.0,4,13,1,1,0.0,0.0,0.0,0.0,381560,861648,223383,67282,49499,131491,33.643619537353516,32.63173294067383,32.61134338378906,36.27217483520508,29.37462615966797,31.61736297607422,0
178,434,0,0,0,0,-0.12020070207008679,-0.160084211280413,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.5655438724605872,7,1,0,0.0,5,17,9,2,0.0,0.0,0.0,0.0,738878,861648,190864,72448,39077,310317,37.004127502441406,32.41433334350586,38.311431884765625,28.631610870361328,31.793781280517578,32.563358306884766,0
3416,3595,0,0,0,0,-0.11883563685490779,0.0036639893154254265,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,1,1,0,0.0,1,13,26,5,0.0,0.0,0.0,0.0,381560,861648,176713,67282,40038,272893,33.643619537353516,32.63173294067383,33.59523010253906,36.27217483520508,32.22296142578125,45.19135284423828,0
97,173,0,0,0,0,-0.12023484977929912,-0.17360470490759233,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,-3.915746140465414,5,1,0,0.0,2,1,27,5,0.0,0.0,0.0,0.0,381560,861648,173259,46517,40548,272893,33.08271026611328,31.72364044189453,34.00143814086914,49.63914108276367,41.21779251098633,42.98676300048828,0
1604,1005,0,0,0,0,-0.11959953375728714,-0.13050489380485977,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,-2.106008966003191,1,1,0,0.0,6,6,31,5,0.0,0.0,0.0,0.0,381560,861648,186398,38762,35285,272893,33.501739501953125,31.927169799804688,39.360984802246094,34.26542663574219,56.47238540649414,44.43777847290039,1
2618,483,62,29946,162316,78398628,-0.1191720550271477,-0.1575458810592184,-0.032985721497830724,-0.0172504328813428,-0.010480738714226258,-0.0012889180157014573,1,-2,-1.7511034860219883,2,1,0,0.0,3,0,14,3,0.0,0.0,0.0,0.0,738878,178211,183101,45749,46948,305971,36.52212905883789,36.382503509521484,33.26390838623047,44.3818244934082,31.55645751953125,32.53730392456055,33
525,476,233,110908,122325,58226700,-0.12005441497012782,-0.1579084996622462,0.0667890961818954,-0.015600212708283488,-0.010481767524278738,-0.0012889228515700528,2,-1,-4.0943490617663505,1,9,0,0.0,0,9,18,4,0.0,0.0,0.0,0.0,381560,861648,166489,43256,43723,279535,34.00392150878906,32.41433334350586,36.043582916259766,29.429656982421875,35.37744140625,34.44314193725586,42
67581,62451,5,312255,337905,21102505155,-0.09178517066220836,3.0525612035731498,-0.06624399405773942,-0.011496227120168406,-0.010476221504646482,-0.001283877852138296,1,-1,-1.8278944366612773,1,1,1,0.0048026504882273885,5,23,16,3,0.0,0.0,0.0,0.0,738878,861648,190864,48621,37352,305971,36.52212905883789,31.72364044189453,37.590354919433594,43.36170196533203,29.656944274902344,32.53730392456055,7
116,630,0,0,0,0,-0.1202268398228172,-0.14993089039563468,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-5,0.0,1,1,0,0.0,1,23,12,3,0.0,0.0,0.0,0.0,738878,5502,176713,48621,47164,305971,36.52212905883789,48.46531295776367,33.33272933959961,43.36170196533203,34.34564208984375,32.53730392456055,0
13,344,0,0,0,0,-0.12027026221848226,-0.16474645046219896,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,-7.7351666804312575,1,1,0,0.0,5,0,2,1,0.0,0.0,0.0,0.0,381560,861648,190864,45749,40832,131491,33.08271026611328,31.72364044189453,37.590354919433594,44.3818244934082,36.839717864990234,32.7852783203125,0
9238,2419,69,166911,637422,1541923818,-0.11638121755819,-0.05725593599324461,-0.028901372236087547,-0.014458723116229925,-0.010468516118422366,-0.0012885671610134385,1,-4,-2.3904130649775013,1,1,0,0.0,4,16,29,5,0.0,0.0,0.0,0.0,738878,99971,223383,77076,41989,272893,37.09733963012695,47.254268646240234,32.61134338378906,31.934295654296875,39.835960388183594,45.19135284423828,21
382,1037,0,0,0,0,-0.12011470043207056,-0.12884720876244699,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-1.535776454600282,1,1,0,0.0,5,18,23,4,0.0,0.0,0.0,0.0,738878,861648,190864,69965,36071,279535,37.004127502441406,32.41433334350586,38.311431884765625,32.35429763793945,35.544803619384766,34.44314193725586,0
106,478,0,0,0,0,-0.12023105558938663,-0.1578048943470954,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,4,12,1,1,0.0,0.0,0.0,0.0,738878,861648,223383,60094,49499,131491,36.76259994506836,32.21958923339844,32.57358932495117,35.7050666809082,27.861114501953125,31.15601348876953,0
583,282,0,0,0,0,-0.12002996352402517,-0.16795821523187376,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-2,0.0,1,1,0,0.0,5,1,9,2,0.0,0.0,0.0,0.0,381560,178211,190864,46517,39077,310317,34.00392150878906,35.47451400756836,38.311431884765625,48.52583694458008,31.793781280517578,32.563358306884766,0
1735,1568,0,0,0,0,-0.11954430721522771,-0.10133999758990975,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-1.535776454600282,1,9,0,0.0,5,17,9,2,0.0,0.0,0.0,0.0,738878,861648,190864,72448,39077,310317,36.76259994506836,32.21958923339844,37.67720413208008,28.398792266845703,33.58419418334961,32.732765197753906,0
3618,3370,0,0,0,0,-0.11875047837020546,-0.007991608639039504,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.379129467269955,1,1,0,0.0,4,5,22,4,0.0,0.0,0.0,0.0,738878,861648,223383,37894,40959,279535,36.52212905883789,31.72364044189453,32.95283889770508,36.65034103393555,31.504472732543945,35.01303482055664,0
115994,1097,10,10970,1159940,1272454180,-0.07137537996966324,-0.125739049307923,-0.06332660172792287,-0.017637214062686805,-0.010455073799625595,-0.001288631761668362,1,-1,-3.0548390895549904,1,1,1,9.710170821325089e-05,5,14,2,1,0.0,0.0,0.0,0.0,738878,861648,190864,71701,40832,131491,36.86331558227539,31.927169799804688,38.22315216064453,34.458316802978516,36.814212799072266,31.631105422973633,8
16,69,0,0,0,0,-0.12026899748851143,-0.1789921812954339,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.9638651147096393,1,1,1,0.0032160085760228694,1,13,12,3,0.0,0.0,0.0,0.0,738878,861648,176713,67282,47164,305971,36.52212905883789,31.72364044189453,33.33272933959961,36.218414306640625,34.34564208984375,32.53730392456055,0
347147,224,191,42784,66305077,14852337248,0.026073329012508535,-0.17096276937124694,0.042283000611436354,-0.0169887604105326,-0.008779147420796022,-0.0012853762210943344,3,-1,-1.993651106028232,1,3,0,0.0,2,17,13,3,0.0,0.0,0.0,0.0,164828,861648,173259,72448,45848,305971,34.91999816894531,31.72364044189453,34.00143814086914,27.46445083618164,34.154293060302734,32.53730392456055,26
50,1063,0,0,0,0,-0.1202546638821754,-0.1275003396654866,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-2,0.0,1,1,0,0.0,6,17,3,1,0.0,0.0,0.0,0.0,738878,178211,186398,72448,41160,131491,37.09733963012695,35.77091979980469,40.384185791015625,28.581064224243164,31.30003547668457,31.61736297607422,0
2175,1352,0,0,0,0,-0.11935881348617312,-0.11252937162619608,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-4.452278763919359,1,1,1,0.007731238007939035,6,11,24,4,0.0,0.0,0.0,0.0,738878,861648,186398,51753,33271,279535,36.76259994506836,32.21958923339844,39.31279754638672,35.32230758666992,43.68754196166992,34.607452392578125,0
1234,1655,3,4965,3702,6126810,-0.11975551712035577,-0.09683316638084997,-0.06741095098966605,-0.01775961188066587,-0.010484819224282621,-0.0012889353416117527,2,-1,-8.548766153453325,1,1,0,0.0,5,22,2,1,0.0,0.0,0.0,0.0,381560,861648,190864,53283,40832,131491,33.312129974365234,32.21958923339844,37.67720413208008,46.210113525390625,34.465171813964844,31.15601348876953,2
41215,19029,4,76116,164860,3137120940,-0.1029004607991477,0.8031862063341443,-0.06682747252370273,-0.016309365894482935,-0.010480673267181335,-0.0012881847402717989,1,-3,-11.40604743923325,1,1,1,0.0018041497386022014,0,1,4,2,2.0,0.0,0.0,2.0,738878,154875,166489,46517,46486,310317,36.76259994506836,45.223670959472656,36.22160339355469,48.528263092041016,32.81855010986328,32.732765197753906,5
1872,1258,0,0,0,0,-0.11948655121322661,-0.11739882143828366,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-1,0.0,2,2,1,0.00011263798152737103,6,8,3,1,0.0,0.0,0.0,0.0,381560,861648,186398,42403,41160,131491,33.08271026611328,31.72364044189453,39.402305603027344,30.583206176757812,32.45512771606445,32.7852783203125,4
11,101,0,0,0,0,-0.12027110537179614,-0.1773344962530211,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-4,-2.7489182698143284,1,3,0,0.0,1,14,26,5,0.0,0.0,0.0,0.0,738878,99971,176713,71701,40038,272893,36.52212905883789,47.69773864746094,33.33272933959961,36.75203323364258,31.77178192138672,42.98676300048828,0
158,379,0,0,0,0,-0.12020913360322563,-0.16293335744705997,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-2.686097792734269,1,4,0,0.0,3,10,14,3,0.0,0.0,0.0,0.0,738878,861648,183101,45686,46948,305971,36.76259994506836,32.21958923339844,33.23849868774414,28.978776931762695,33.882991790771484,33.51803970336914,0
150,187,0,0,0,0,-0.12021250621648118,-0.17287946770153673,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,2,-4,0.0,1,1,0,0.0,2,23,6,2,0.0,0.0,0.0,0.0,381560,99971,173259,48621,45473,310317,33.312129974365234,46.58891677856445,34.95927429199219,44.937278747558594,31.20364761352539,32.732765197753906,0
135584,685,179,122615,24269536,16624632160,-0.06311669326016457,-0.14708174422898768,0.035281259019876623,-0.015361593015513974,-0.009860555416150642,-0.0012849513442403683,1,-1,-9.4621440789202,1,1,1,9.71017082132509e-06,4,13,8,2,0.0,0.0,0.0,0.0,738878,861648,223383,67282,44390,310317,37.09733963012695,32.63173294067383,32.61134338378906,36.27217483520508,32.52865219116211,32.57377624511719,99
824,843,0,0,0,0,-0.1199283635497021,-0.13889692433207454,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,2,0,6,2,0.0,0.0,0.0,0.0,738878,861648,173259,45749,45473,310317,37.09733963012695,32.63173294067383,36.75468063354492,41.10798263549805,31.7362117767334,32.57377624511719,0
1279,619,0,0,0,0,-0.11973654617079338,-0.15050071962896405,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,-5.029886448761136,1,3,0,0.0,1,3,5,2,0.0,0.0,0.0,0.0,738878,861648,176713,42066,47726,310317,36.76259994506836,32.21958923339844,34.2660026550293,39.795188903808594,35.06702423095703,32.732765197753906,0
564,1299,0,0,0,0,-0.12003797348050708,-0.11527491247769227,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,3,0,0.0,4,21,8,2,0.0,1.0,0.0,0.0,738878,861648,223383,57578,44390,310317,37.09733963012695,32.63173294067383,32.61134338378906,29.798620223999023,32.52865219116211,32.57377624511719,0
329,695,10,6950,3290,2286550,-0.1201370439948885,-0.14656371765323367,-0.06332660172792287,-0.017719152318852644,-0.010484829823410965,-0.0012889362622472383,2,-3,-2.4344594418253425,1,1,0,0.0,2,14,6,2,0.0,0.0,0.0,0.0,381560,154875,173259,71701,45473,310317,33.501739501953125,46.65242385864258,35.45729446411133,34.458316802978516,31.803150177001953,32.31998825073242,6
341,189,54,10206,18414,3480246,-0.12013198507500521,-0.17277586238638593,-0.03765354922553721,-0.017652786407888473,-0.010484440742786982,-0.0012889359760794017,1,-1,0.0,1,1,0,0.0,1,17,12,3,0.0,0.0,0.0,0.0,738878,861648,176713,72448,47164,305971,37.09733963012695,32.63173294067383,33.59523010253906,28.581064224243164,34.69464874267578,33.718509674072266,16
43,127,0,0,0,0,-0.12025761491877399,-0.1759876271560607,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-2,-1.6783115108896653,1,1,0,0.0,2,7,27,5,0.0,0.0,0.0,0.0,738878,178211,173259,42323,40548,272893,37.004127502441406,35.47451400756836,35.6087532043457,28.42234992980957,47.701290130615234,45.369388580322266,0
141,134,0,0,0,0,-0.12021630040639365,-0.1756250085530329,-0.06916138638755598,-0.017860811741825917,-0.010484914462081484,-0.0012889368104077978,1,-1,0.0,1,1,0,0.0,5,23,30,5,0.0,0.0,0.0,0.0,738878,861648,190864,48621,41531,272893,37.09733963012695,32.63173294067383,38.451087951660156,45.97147750854492,55.806739807128906,45.19135284423828,0
10355,3912,10,39120,103550,405087600,-0.11591031643238552,0.02008543176682713,-0.06332660172792287,-0.01706344244301808,-0.01048225053067356,-0.0012888396977072515,1,-1,0.0,1,1,0,0.0,4,22,15,3,0.0,0.0,0.0,0.0,738878,861648,223383,53283,46546,305971,36.76259994506836,32.21958923339844,32.57358932495117,46.210113525390625,32.696189880371094,33.51803970336914,8
